GenBank gi	Locus	Fold	Gene Name and/or Information
1368117_at	NM_022865	0.458	gephyrin
1368234_at	NM_031324	0.458	prolyl endopeptidase
1370421_a_at	AB029342	0.458	TBP-interacting protein Tip120B
1372460_at	BG381708	0.458	Ab1-115 mRNA, complete cds
1373675_at	AW525635	0.458	glutaredoxin 2 (thioltransferase)
1375338_at	AA945841	0.458	ras-related protein rab10
1388438_at	AI230346	0.458	Similar to nucleosome assembly protein 1-like 4; nucleosome assembly protein 1 like 4; DNA segment, Chr 7, Wayne State University 30, expressed (LOC361684), mRNA
1389021_at	BF284746	0.458	Similar to HCV NS3-transactivated protein 1 (LOC299507), mRNA
1389518_at	AI009763	0.458	Similar to F-box only protein 10 (LOC362511), mRNA
1368933_at	NM_012894	0.457	adenosine deaminase, RNA-specific, B1
1370918_a_at	BI275939	0.457	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
1372123_at	AI172320	0.457	Similar to succinate dehydrogenase Ip subunit (LOC298596), mRNA
1373890_at	AA924522	0.457	Similar to RIKEN cDNA 1110027L01 (LOC296147), mRNA
1374840_at	BG377716	0.457	Transcribed sequence with strong similarity to protein ref:NP_006338.1 (H.sapiens)  peptidyl prolyl isomerase H
1376729_at	AI231781	0.457	Transcribed sequence with moderate similarity to protein ref:NP_569058.1 (H.sapiens)  ankyrin repeat and SOCS box-containing 14 [Homo sapiens]
1383138_at	AI578268	0.457	Similar to slingshot 3 (LOC365396), mRNA
1383310_at	AI030892	0.457	Transcribed sequence with moderate similarity to protein pir:S62594 (H.sapiens) S62594 replication licensing factor MCM3 - human
1397853_s_at	BG672534	0.457	DRNCLB01 Rat DRG Library Rattus norvegicus cDNA clone DRNCLB01 5', mRNA sequence.
1398256_at	NM_031512	0.457	interleukin 1 beta
1398356_at	BF420718	0.457	Similar to cleavage and polyadenylation specific factor 5; cleavage and polyadenylation specific factor 5, 25 kD subunit (LOC291877), mRNA
1371351_at	AI233192	0.456	Similar to hypothetical protein MGC9850 (LOC360762), mRNA
1371741_at	AI409891	0.456	Similar to ARP1 actin-related protein 1 homolog A; actin-related protein 1 alpha; actin-related protein 1 homolog A (yeast); Arp1 contractin alpha; Arp1 centractin alpha (LOC294010), mRNA
1372917_at	AI111992	0.456	Transcribed sequences
1373861_at	AI228114	0.456	Similar to putative MAPK activating protein (LOC361089), mRNA
1377235_a_at	BI281643	0.456	protein phosphatase 2, regulatory subunit B (B56), beta isoform
1378925_at	AW529408	0.456	cAMP responsive element modulator
1371409_at	AI231196	0.455	Transcribed sequences
1372490_at	BF283759	0.455	Transcribed sequences
1373460_at	AI178790	0.455	Similar to heat shock protein 84 - mouse (LOC301252), mRNA
1374437_at	BF419336	0.455	Similar to Asparaginyl-tRNA synthetase, cytoplasmic (Asparagine--tRNA ligase) (AsnRS) (LOC291556), mRNA
1374499_at	BM383402	0.455	UI-R-DM1-ckb-b-18-0-UI.s1 UI-R-DM1 Rattus norvegicus cDNA clone UI-R-DM1-ckb-b-18-0-UI 3', mRNA sequence.
1386867_at	NM_133561	0.455	brain protein 44-like
1393072_at	H32128	0.455	Similar to RIKEN cDNA 3010021M21 (LOC363065), mRNA
1372020_at	BI285561	0.454	Transcribed sequence with weak  similarity to protein ref:NP_005479.1 (H.sapiens)  target of myb1
1372829_at	BE113079	0.454	Similar to RNA-binding protein 8A (RNA binding motif protein 8A) (Ribonucleoprotein RBM8A) (RNA-binding protein Y14) (Binder of OVCA1-1) (BOV-1) (LOC295284), mRNA
1373069_at	BG378230	0.454	Similar to Mitochondrial 28S ribosomal protein S30 (S30mt) (MRP-S30) (LOC294767), mRNA
1373678_at	BE098848	0.454	Transcribed sequence with strong similarity to protein ref:NP_039234.1 (H.sapiens)  chloride intracellular channel 4; chloride intracellular channel 4 like [Homo sapiens]
1374694_at	BF284602	0.454	Transcribed sequences
1374952_at	BI275854	0.454	Similar to transmembrane 7 superfamily member 1; DNA segment, Chr 13, Abbott 1 expressed (LOC309184), mRNA
1376723_a_at	AW142765	0.454	Transcribed sequence with strong similarity to protein ref:NP_004782.1 (H.sapiens)  integrin, beta-like 1
1388592_at	BI298958	0.454	UI-R-CV2-chp-e-07-0-UI.s1 UI-R-CV2 Rattus norvegicus cDNA clone UI-R-CV2-chp-e-07-0-UI 3', mRNA sequence.
1389245_at	BF542903	0.454	Similar to 26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit S12) (Proteasome subunit p40) (Mov34 protein) (LOC307821), mRNA
1389296_at	AI104356	0.454	Similar to RIKEN cDNA 4921531G14 (LOC362905), mRNA
1371358_at	BI282960	0.453	synaptic glycoprotein SC2
1372210_at	BM388609	0.453	Similar to RIKEN cDNA 1190005J19 (LOC288557), mRNA
1372732_at	BM386917	0.453	inosine triphosphatase
1372848_at	BI296915	0.453	Transcribed sequences
1382032_at	AI407730	0.453	Transcribed sequences
1383965_at	BI282103	0.453	Similar to nuclear cap binding protein subunit 2; nuclear cap binding protein subunit 2, 20kDa (LOC288040), mRNA
1387781_at	NM_022395	0.453	mitochondrial processing peptidase beta
1388471_at	AA800197	0.453	Similar to RIKEN cDNA E430026E19 (LOC314683), mRNA
1388656_at	BI294968	0.453	ubiquitin-conjugating enzyme E2D 2
1389015_at	AI171982	0.453	EST217976 Normalized rat muscle, Bento Soares Rattus sp. cDNA clone RMUBT44 3' end, mRNA sequence.
1389613_at	AI234712	0.453	Similar to chromaffin granule ATPase II homolog (LOC289617), mRNA
1393897_at	BF419648	0.453	Similar to cadherin 7 precursor (LOC363948), mRNA
1398367_at	BF283504	0.453	EST448095 Rat Gene Index, normalized rat, Rattus norvegicus cDNA Rattus norvegicus cDNA clone RGIED25 3' sequence, mRNA sequence.
1398374_at	BE101274	0.453	Similar to RIKEN cDNA 2810002D13 gene (LOC311346), mRNA
1368436_at	NM_017271	0.452	nuclear distribution gene C homolog (Aspergillus)
1370536_at	AF059530	0.452	protein arginine N-methyltransferase 3(hnRNP methyltransferase S. cerevisiae)-like 3
1374535_at	BI283881	0.452	Similar to expressed sequence AU041783 (LOC292130), mRNA
1375566_at	AI180275	0.452	Similar to AT1 receptor-associated protein (LOC298646), mRNA
1376031_at	BE099769	0.452	Transcribed sequences
1383939_at	BG378849	0.452	Transcribed sequences
1388308_at	AA800576	0.452	EST190073 Normalized rat lung, Bento Soares Rattus sp. cDNA clone RLUAB44 3' end, mRNA sequence.
1397888_at	BM389787	0.452	Transcribed sequence with strong similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1367464_at	AI598391	0.451	siah binding protein 1; FBP interacting repressor; pyrimidine tract binding splicing factor; Ro ribonucleoprotein-binding protein 1
1371784_at	BI285682	0.451	Similar to DnaJ (Hsp40) homolog, subfamily C, member 7 (LOC303536), mRNA
1374815_at	AA997695	0.451	Similar to MLN64 N-terminal domain homolog (STARD3 N-terminal like protein) (LOC291182), mRNA
1377939_at	AW527217	0.451	UI-R-BO1-ajm-g-11-0-UI.s1 UI-R-BO1 Rattus norvegicus cDNA clone UI-R-BO1-ajm-g-11-0-UI 3', mRNA sequence.
1388767_at	BI296393	0.451	Similar to ALG-2 (LOC308061), mRNA
1399027_at	AI408053	0.451	plysia ras-related homolog A2
1399143_at	BI294702	0.451	ubiquitin-conjugating enzyme E2N (homologous to yeast UBC13)
1367802_at	NM_019232	0.45	serum/glucocorticoid regulated kinase
1370303_at	AF406814	0.45	PLRR-4 polymorphic leucine-rich repeat protein
1371789_at	AI411601	0.45	Similar to ClpP protease (LOC301117), mRNA
1373024_at	BI296511	0.45	Similar to adaptor-related protein complex 3, sigma 1 subunit; adaptor-related protein complex AP-3, sigma 1 subunit (LOC302290), mRNA
1374181_at	BF290678	0.45	Similar to heterogeneous nuclear ribonucleoprotein G - human (LOC302855), mRNA
1376052_at	AW525031	0.45	Similar to hypothetical protein FLJ20512 (LOC292654), mRNA
1377695_at	BF281135	0.45	Similar to RIKEN cDNA D130058I21 (LOC303289), mRNA
1379874_at	BE107929	0.45	Transcribed sequences
1383586_at	BI295793	0.45	UI-R-DK0-cfa-f-12-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cfa-f-12-0-UI 3', mRNA sequence.
1389489_at	BE109900	0.45	Transcribed sequences
1390730_at	BM383911	0.45	Similar to 1810009O10Rik protein (LOC303321), mRNA
1367734_at	NM_012498	0.449	synonyms: Alr, ALDRED, Akr1b1, Akr1b3, ALR-P-I; RATALDRED; aldo-keto reductase family 1 member B1; aldo-keto reductase family 1 member B1 (aldose reductase); aldo-keto reductase family 1, member B1 (aldose reductase); Rattus norvegicus Aldehyde reductase
1372174_at	AI009656	0.449	Similar to PEF protein with a long N-terminal hydrophobic domain (peflin) (LOC297900), mRNA
1374750_at	AI172313	0.449	Transcribed sequences
1375438_at	AA964687	0.449	golgi SNAP receptor complex member 2
1388554_at	AI229287	0.449	basic leucine zipper and W2 domains 1
1367819_at	NM_013177	0.448	glutamate oxaloacetate transaminase 2
1371254_at	AI179382	0.448	Similar to RIKEN cDNA 4430402G14 (LOC291103), mRNA
1374069_at	BE118560	0.448	RAB11a, member RAS oncogene family
1376314_at	AI172148	0.448	Similar to RIKEN cDNA 3010021M21 (LOC363065), mRNA
1377123_at	BI286134	0.448	Similar to fatty acid transport protein 4 (LOC311839), mRNA
1388310_at	AI012372	0.448	Similar to Protein translation factor SUI1 homolog (LOC287703), mRNA
1392944_at	AW251506	0.448	Similar to talin 2 (LOC315776), mRNA
1372828_at	BM389609	0.447	Similar to RIKEN cDNA 2310050L06 (LOC361286), mRNA
1373138_at	AA858886	0.447	Similar to nudix (nucleoside diphosphate linked moiety X)-type motif 5 (LOC361274), mRNA
1375441_at	BI278468	0.447	seryl-aminoacyl-tRNA synthetase
1377444_at	BE120680	0.447	Similar to COX15 gene product (LOC309391), mRNA
1378457_at	AI179450	0.447	Transcribed sequences
1379959_at	BI280216	0.447	UI-R-CS0s-cbk-f-09-0-UI.s1 UI-R-CS0s Rattus norvegicus cDNA clone UI-R-CS0s-cbk-f-09-0-UI 3', mRNA sequence.
1388328_at	BM392200	0.447	UI-R-DO1-ckp-o-08-0-UI.s1 UI-R-DO1 Rattus norvegicus cDNA clone UI-R-DO1-ckp-o-08-0-UI 3', mRNA sequence.
1388407_at	AI008077	0.447	Similar to BC003940 protein (LOC360677), mRNA
1392983_at	BE103250	0.447	Similar to proteasome 26S non-ATPase subunit 12 (LOC287772), mRNA
1398535_at	AA998579	0.447	Similar to Hbs1l protein (LOC293407), mRNA
1399037_at	AI227962	0.447	Similar to RIKEN cDNA 2810460C24 (LOC287389), mRNA
1371378_at	AI012372	0.446	Similar to Protein translation factor SUI1 homolog (LOC287703), mRNA
1374178_at	AI103954	0.446	ADP-ribosylation factor-like 5
1374221_at	BM385468	0.446	solute carrier family 29 (nucleoside transporters), member 3
1374897_at	AI406842	0.446	Similar to ALY (LOC287878), mRNA
1376418_a_at	AA859497	0.446	Similar to Isoleucyl-tRNA synthetase, cytoplasmic (Isoleucine--tRNA ligase) (IleRS) (IRS) (LOC306804), mRNA
1383265_at	BF408403	0.446	Similar to RIKEN cDNA 4930451A13 (LOC304019), mRNA
1388993_at	AI179991	0.446	ring finger protein 34
1389964_at	AA944343	0.446	Similar to Acyl carrier protein, mitochondrial precursor (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit) (CI-SDAP) (LOC293453), mRNA
1367713_at	NM_019356	0.445	eukaryotic translation initiation factor 2, subunit 1 (alpha )
1367720_at	NM_012899	0.445	aminolevulinate, delta-, dehydratase
1368665_at	NM_053418	0.445	ubiquitin fusion degradation 1-like
1371715_at	AI012212	0.445	Transcribed sequence with weak  similarity to protein ref:NP_056001.1 (H.sapiens)  chorein, isoform B [Homo sapiens]
1388414_at	AI410498	0.445	Similar to NADH dehydrogenase (ubiquinone) Fe-S protein 5 (LOC310656), mRNA
1389185_at	BI281183	0.445	Transcribed sequence with moderate similarity to protein pir:KIHUA (H.sapiens) KIHUA adenylate kinase
1396267_at	N55607	0.445	p21 (CDKN1A)-activated kinase 2
1374169_at	AI236128	0.444	Similar to chromosome 16 open reading frame 5 (LOC360480), mRNA
1379850_at	BI296804	0.444	Similar to proteasome 26S ATPase subunit 6 (LOC289990), mRNA
1381203_at	AA819246	0.444	Similar to endophilin B1b (LOC292156), mRNA
1381592_at	AA926244	0.444	Transcribed sequences
1387300_at	NM_053797	0.444	crooked neck protein
1390561_at	BF282191	0.444	Transcribed sequences
1392910_at	AA859968	0.444	Similar to block of proliferation 1 (LOC300050), mRNA
1370812_at	U72350	0.443	Bcl2-like 1
1371694_at	AI317805	0.443	dihydropyrimidinase-like 2
1372078_at	AA891681	0.443	Similar to UNR-interacting protein (Serine-threonine kinase receptor-associated protein) (LOC297699), mRNA
1374465_at	AI237098	0.443	Similar to ubiquitously-expressed transcript isoform 1 (LOC299313), mRNA
1376155_at	BE113295	0.443	Transcribed sequence with weak  similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1377383_at	AA997397	0.443	Similar to embryonal Fyn-associated substrate (LOC290212), mRNA
1387098_at	NM_031772	0.443	RNA polymerase 1-4
1387020_at	BG664123	0.442	cytochrome P450, subfamily 51
1372919_at	AA851904	0.441	Similar to Putative lysophosphatidic acid acyltransferase (LOC290843), mRNA
1381972_at	BG673626	0.441	Similar to cDNA sequence AF229032; novel lethal gene (LOC297498), mRNA
1382112_at	BM385698	0.441	Similar to CHMP1.5 protein (LOC364890), mRNA
1387119_at	AW433971	0.441	mevalonate kinase
1368083_at	NM_052981	0.44	cyclin H
1371798_at	AI013011	0.44	guanine nucleotide binding protein, alpha 12
1383144_at	AI454550	0.44	UI-R-BT0-pw-d-04-0-UI.s1 UI-R-BT0 Rattus norvegicus cDNA clone UI-R-BT0-pw-d-04-0-UI 3', mRNA sequence.
1384445_at	BI288489	0.44	Similar to RIKEN cDNA 0610037D15 (LOC298442), mRNA
1385595_at	BE114414	0.44	Similar to Kin protein (LOC361270), mRNA
1398843_at	AI411103	0.44	vesicle-associated membrane protein, associated protein a
1371714_at	BG378760	0.439	Similar to serine/arginine-rich protein specific kinase 1 (LOC361811), mRNA
1372152_at	BI275874	0.439	Similar to RIKEN cDNA 5430428G01 (LOC362031), mRNA
1374441_at	AI180035	0.439	liver mitochondrial glutaminase
1374487_at	AI169579	0.439	Similar to RIKEN cDNA 5730536A07 (LOC300797), mRNA
1387848_at	NM_013134	0.439	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
1388652_at	BG380697	0.439	Transcribed sequences
1397349_at	BF394199	0.439	Similar to reproduction 8 (LOC290802), mRNA
1371482_at	AA851675	0.438	Similar to NADH dehydrogenase (ubiquinone) Fe-S protein 2 (LOC289218), mRNA
1372881_at	AI229064	0.438	Transcribed sequence with weak  similarity to protein pir:A45973 (H.sapiens) A45973 trichohyalin - human
1373043_at	BI275923	0.438	Similar to SDF2 like protein 1 (LOC287936), mRNA
1374302_at	AW434432	0.438	opsin 4 (melanopsin)
1375872_at	AI144944	0.438	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1388980_at	BG381728	0.438	Transcribed sequence with strong similarity to protein ref:NP_060377.1 (H.sapiens)  hypothetical protein FLJ20625 [Homo sapiens]
1389242_at	BG377726	0.438	UI-R-CU0-bva-c-10-0-UI.s1 UI-R-CU0 Rattus norvegicus cDNA clone UI-R-CU0-bva-c-10-0-UI 3', mRNA sequence.
1367707_at	AI179334	0.437	fatty acid synthase
1376419_at	BE116226	0.437	Transcribed sequences
1382655_at	AA964534	0.437	Transcribed sequences
1384411_at	AA962968	0.437	Transcribed sequences
1387777_at	NM_133409	0.437	integrin-linked kinase
1390351_at	AI231225	0.437	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1392906_at	AW528860	0.437	Similar to Ubiquitin-like protein GDX (Ubiquitin-like protein 4) (LOC293864), mRNA
1399057_at	BE109080	0.437	Similar to histone acetylase complex subunit MRG15-2 (LOC300891), mRNA
1370006_at	NM_019223	0.436	synonyms: Ndub13, Ip13dis; NADH dehydrogenase Fe-S protein 6; NADH ubiquinone oxidoreductase; RATIp13dis; NADH dehydrogenase (ubiquinone)  Fe-S protein 6; Rattus norvegicus NADH dehydrogenase (ubiquinone) Fe-S protein 6 (Ndufs6), mRNA.
1371548_at	BI289416	0.436	Similar to Mitochondrial 28S ribosomal protein S25 (S25mt) (MRP-S25) (LOC297459), mRNA
1371939_at	AI171369	0.436	EST217325 Normalized rat muscle, Bento Soares Rattus sp. cDNA clone RMUBJ81 3' end, mRNA sequence.
1373729_at	BG376772	0.436	Transcribed sequences
1376808_at	BG672572	0.436	Transcribed sequences
1378348_at	AI764000	0.436	Transcribed sequences
1388647_at	AI233753	0.436	Transcribed sequence with moderate similarity to protein ref:NP_077276.1 (H.sapiens)  hypothetical protein MGC2217 [Homo sapiens]
1393212_at	AA964027	0.436	UI-R-C0-gu-e-04-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-gu-e-04-0-UI 3', mRNA sequence.
1367966_at	NM_053748	0.435	dipeptidylpeptidase III
1368118_at	NM_031328	0.435	B-cell CLL/lymphoma 10
1371808_at	AI012747	0.435	Similar to Bleomycin hydrolase (BLM hydrolase) (BMH) (BH) (LOC287552), mRNA
1372272_at	BF394074	0.435	Transcribed sequence with weak  similarity to protein ref:NP_192693.1 (A.thaliana)  putative protein [Arabidopsis thaliana]
1372686_at	BE113476	0.435	Hypothetical LOC291080 (LOC291080), mRNA
1372968_at	BM385950	0.435	Similar to SET binding factor 1 (Sbf1) (Myotubularin-related protein 5) (LOC300147), mRNA
1376357_at	AA875143	0.435	Transcribed sequences
1378977_at	AI178197	0.435	Transcribed sequences
1384237_at	BF420822	0.435	UI-R-BJ2-bqa-f-02-0-UI.s1 UI-R-BJ2 Rattus norvegicus cDNA clone UI-R-BJ2-bqa-f-02-0-UI 3', mRNA sequence.
1386988_at	NM_031801	0.435	DEAF-1 related transcriptional regulator (NUDR)
1388528_at	AW433875	0.435	Similar to fibrillarin (LOC292747), mRNA
1390188_at	BF419327	0.435	Similar to mitochondrial ribosomal protein L51; mitochondrial ribosomal protein 64 (LOC297601), mRNA
1391444_at	BF285611	0.435	Transcribed sequences
1397708_at	BI289555	0.435	Similar to 3110009E18Rik protein (LOC288978), mRNA
1398887_at	BE113217	0.435	Similar to late endosomal/lysosomal MP1 interacting protein (LOC295234), mRNA
1367508_at	BI281225	0.434	Transcribed sequences
1370524_at	AW142720	0.434	ubiquitin-conjugating enzyme E2D 2
1373647_at	BM392399	0.434	Similar to Ac1133 (LOC294846), mRNA
1381148_at	BF410261	0.434	UI-R-CA1-bjv-d-06-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bjv-d-06-0-UI 3', mRNA sequence.
1387543_at	NM_053521	0.434	solute carrier family 5, member 7
1387843_at	NM_012561	0.434	follistatin
1398435_at	BE112977	0.434	Similar to putative transmembrane transporter FLIPT 1 (LOC310732), mRNA
1367911_at	NM_053638	0.433	isocitrate dehydrogenase 3 (NAD+) alpha
1368264_at	NM_057125	0.433	peroxisomal biogenesis factor 6
1368508_at	BI294912	0.433	proteasome (prosome, macropain) subunit, alpha type 3
1368967_at	NM_133609	0.433	eukaryotic translation initiation factor 2B, subunit 3 (gamma, 58kD)
1369944_at	NM_030862	0.433	MARCKS-like protein
1371366_at	AI408677	0.433	Basophilic leukemia expressed sequence 01 (Bles01) mRNA, partial sequence
1371680_at	BI303631	0.433	Similar to gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1; GABA(A) receptor-associated protein like 1 (LOC297644), mRNA
1372674_at	BE107155	0.433	Transcribed sequences
1374431_at	BE120644	0.433	Similar to ATPase, H+ transporting, V1 subunit A, isoform 1 (LOC360716), mRNA
1382630_at	BI302656	0.433	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
